代码,名称,"最新收盘价(元,CNY)","总市值(亿元,CNY)","流通市值(亿元,CNY)",交易状态,最新收盘价日期,上市日期,省份,证监会行业,Wind行业,证券类型,上市板,上市交易所
300188.SZ,美亚柏科,19.46,154.6745,102.74335,正常交易,2019-04-11,2011-03-16,福建省,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300189.SZ,神农基因,4.06,41.5744,35.83874,正常交易,2019-04-11,2011-03-16,海南省,CSRC农业,Wind食品、饮料与烟草,A股,创业板,深圳证券交易所
300190.SZ,维尔利,6.70,52.5136,47.85743,正常交易,2019-04-11,2011-03-16,江苏省,CSRC生态保护和环境治理业,Wind商业和专业服务,A股,创业板,深圳证券交易所
300191.SZ,潜能恒信,17.66,56.5120,36.55960,正常交易,2019-04-11,2011-03-16,北京,CSRC开采辅助活动,Wind能源Ⅱ,A股,创业板,深圳证券交易所
300192.SZ,科斯伍德,10.62,25.7588,18.30491,正常交易,2019-04-11,2011-03-22,江苏省,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,创业板,深圳证券交易所
300193.SZ,佳士科技,8.30,42.0728,37.98277,正常交易,2019-04-11,2011-03-22,广东省,CSRC通用设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300194.SZ,福安药业,7.80,92.7976,46.77888,正常交易,2019-04-11,2011-03-22,重庆,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,创业板,深圳证券交易所
300195.SZ,长荣股份,10.22,44.3020,30.92680,正常交易,2019-04-11,2011-03-29,天津,CSRC专用设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300196.SZ,长海股份,10.76,45.6758,28.11831,正常交易,2019-04-11,2011-03-29,江苏省,CSRC非金属矿物制品业,Wind材料Ⅱ,A股,创业板,深圳证券交易所
300197.SZ,铁汉生态,4.43,103.9047,73.79955,正常交易,2019-04-11,2011-03-29,广东省,CSRC生态保护和环境治理业,Wind资本货物,A股,创业板,深圳证券交易所
300198.SZ,纳川股份,3.88,40.0241,29.04212,正常交易,2019-04-11,2011-04-07,福建省,CSRC橡胶和塑料制品业,Wind资本货物,A股,创业板,深圳证券交易所
300199.SZ,翰宇药业,10.78,100.0672,61.60330,正常交易,2019-04-11,2011-04-07,广东省,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,创业板,深圳证券交易所
300200.SZ,高盟新材,9.90,26.3973,20.11664,正常交易,2019-04-11,2011-04-07,北京,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,创业板,深圳证券交易所
300201.SZ,海伦哲,5.59,58.1875,49.60251,正常交易,2019-04-11,2011-04-07,江苏省,CSRC专用设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300202.SZ,聚龙股份,9.32,51.2138,37.89418,正常交易,2019-04-11,2011-04-15,辽宁省,CSRC通用设备制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300203.SZ,聚光科技,28.64,129.6010,129.35482,正常交易,2019-04-11,2011-04-15,浙江省,CSRC仪器仪表制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300204.SZ,舒泰神,17.07,81.3736,79.66574,正常交易,2019-04-11,2011-04-15,北京,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,创业板,深圳证券交易所
300205.SZ,天喻信息,14.50,62.3581,61.76837,正常交易,2019-04-11,2011-04-21,湖北省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300206.SZ,理邦仪器,7.98,46.6830,27.42855,正常交易,2019-04-11,2011-04-21,广东省,CSRC专用设备制造业,Wind医疗保健设备与服务,A股,创业板,深圳证券交易所
300207.SZ,欣旺达,12.71,196.7188,144.79630,正常交易,2019-04-11,2011-04-21,广东省,CSRC电气机械及器材制造业,Wind资本货物,A股,创业板,深圳证券交易所
300208.SZ,青岛中程,7.70,58.9454,46.74844,正常交易,2019-04-11,2011-04-26,山东省,CSRC电气机械及器材制造业,Wind资本货物,A股,创业板,深圳证券交易所
300209.SZ,天泽信息,13.54,39.3549,35.71318,正常交易,2019-04-11,2011-04-26,江苏省,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300210.SZ,森远股份,5.12,24.7921,20.48894,正常交易,2019-04-11,2011-04-26,辽宁省,CSRC专用设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300211.SZ,亿通科技,7.21,21.8229,13.38926,正常交易,2019-04-11,2011-05-05,江苏省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300212.SZ,易华录,31.81,143.7493,134.82813,正常交易,2019-04-11,2011-05-05,北京,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300213.SZ,佳讯飞鸿,8.23,48.9624,31.75267,正常交易,2019-04-11,2011-05-05,北京,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300214.SZ,日科化学,6.54,27.8481,20.21344,正常交易,2019-04-11,2011-05-11,山东省,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,创业板,深圳证券交易所
300215.SZ,电科院,7.11,53.9167,43.24076,正常交易,2019-04-11,2011-05-11,江苏省,CSRC专业技术服务业,Wind商业和专业服务,A股,创业板,深圳证券交易所
300216.SZ,千山药机,4.16,15.0357,11.71575,正常交易,2019-04-11,2011-05-11,湖南省,CSRC专用设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300217.SZ,东方电热,3.30,42.0253,29.22242,正常交易,2019-04-11,2011-05-18,江苏省,CSRC电气机械及器材制造业,Wind耐用消费品与服装,A股,创业板,深圳证券交易所
300218.SZ,安利股份,8.17,17.7278,17.66978,正常交易,2019-04-11,2011-05-18,安徽省,CSRC橡胶和塑料制品业,Wind材料Ⅱ,A股,创业板,深圳证券交易所
300219.SZ,鸿利智汇,8.44,60.1534,48.56181,正常交易,2019-04-11,2011-05-18,广东省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300220.SZ,金运激光,26.52,33.4152,33.12850,正常交易,2019-04-11,2011-05-25,湖北省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300221.SZ,银禧科技,8.53,43.0397,36.11367,正常交易,2019-04-11,2011-05-25,广东省,CSRC橡胶和塑料制品业,Wind材料Ⅱ,A股,创业板,深圳证券交易所
300222.SZ,科大智能,16.54,120.6673,56.51754,正常交易,2019-04-11,2011-05-25,上海,CSRC电气机械及器材制造业,Wind资本货物,A股,创业板,深圳证券交易所
300223.SZ,北京君正,29.10,58.3933,34.89614,正常交易,2019-04-11,2011-05-31,北京,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备,A股,创业板,深圳证券交易所
300224.SZ,正海磁材,6.86,56.2669,50.49368,正常交易,2019-04-11,2011-05-31,山东省,CSRC非金属矿物制品业,Wind材料Ⅱ,A股,创业板,深圳证券交易所
300225.SZ,金力泰,6.40,30.1018,29.99083,正常交易,2019-04-11,2011-05-31,上海,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,创业板,深圳证券交易所
300226.SZ,上海钢联,82.82,131.7985,125.68772,正常交易,2019-04-11,2011-06-08,上海,CSRC互联网和相关服务,Wind软件与服务,A股,创业板,深圳证券交易所
300227.SZ,光韵达,12.75,28.3658,19.21059,正常交易,2019-04-11,2011-06-08,广东省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300228.SZ,富瑞特装,7.77,36.8590,32.15441,正常交易,2019-04-11,2011-06-08,江苏省,CSRC专用设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300229.SZ,拓尔思,11.54,54.7653,53.72270,正常交易,2019-04-11,2011-06-15,北京,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300230.SZ,永利股份,6.38,52.0739,34.45414,正常交易,2019-04-11,2011-06-15,上海,CSRC橡胶和塑料制品业,Wind资本货物,A股,创业板,深圳证券交易所
300231.SZ,银信科技,8.43,37.2690,28.49479,正常交易,2019-04-11,2011-06-15,北京,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300232.SZ,洲明科技,13.70,104.2110,62.01679,正常交易,2019-04-11,2011-06-22,广东省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300233.SZ,金城医药,20.50,80.5962,72.78273,正常交易,2019-04-11,2011-06-22,山东省,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,创业板,深圳证券交易所
300234.SZ,开尔新材,12.00,34.7442,20.58032,正常交易,2019-04-11,2011-06-22,浙江省,CSRC非金属矿物制品业,Wind资本货物,A股,创业板,深圳证券交易所
300235.SZ,方直科技,10.80,18.1258,11.44050,正常交易,2019-04-11,2011-06-29,广东省,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300236.SZ,上海新阳,37.88,73.3985,72.05479,正常交易,2019-04-11,2011-06-29,上海,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,创业板,深圳证券交易所
300237.SZ,美晨生态,4.68,68.0038,67.65874,正常交易,2019-04-11,2011-06-29,山东省,CSRC土木工程建筑业,Wind资本货物,A股,创业板,深圳证券交易所
300238.SZ,冠昊生物,16.46,43.6446,40.49038,正常交易,2019-04-11,2011-07-06,广东省,CSRC专用设备制造业,Wind制药、生物科技与生命科学,A股,创业板,深圳证券交易所
300239.SZ,东宝生物,5.03,26.3569,22.38514,正常交易,2019-04-11,2011-07-06,内蒙古自治区,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,创业板,深圳证券交易所
300240.SZ,飞力达,9.63,35.2034,35.15289,正常交易,2019-04-11,2011-07-06,江苏省,CSRC仓储业,Wind运输,A股,创业板,深圳证券交易所
300241.SZ,瑞丰光电,7.20,39.7857,30.43947,正常交易,2019-04-11,2011-07-12,广东省,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备,A股,创业板,深圳证券交易所
300242.SZ,佳云科技,5.01,31.7912,25.84145,正常交易,2019-04-11,2011-07-12,广东省,CSRC互联网和相关服务,Wind媒体Ⅱ,A股,创业板,深圳证券交易所
300243.SZ,瑞丰高材,10.41,21.9881,17.52631,正常交易,2019-04-11,2011-07-12,山东省,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,创业板,深圳证券交易所
300244.SZ,迪安诊断,21.70,134.6395,90.62283,正常交易,2019-04-11,2011-07-19,浙江省,CSRC卫生,Wind医疗保健设备与服务,A股,创业板,深圳证券交易所
300245.SZ,天玑科技,10.83,33.9474,28.11787,正常交易,2019-04-11,2011-07-19,上海,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300246.SZ,宝莱特,15.00,21.9132,16.16308,正常交易,2019-04-11,2011-07-19,广东省,CSRC专用设备制造业,Wind医疗保健设备与服务,A股,创业板,深圳证券交易所
300247.SZ,融捷健康,4.69,37.7095,28.71257,正常交易,2019-04-11,2011-07-29,安徽省,CSRC电气机械及器材制造业,Wind耐用消费品与服装,A股,创业板,深圳证券交易所
300248.SZ,新开普,9.37,45.0784,29.66873,正常交易,2019-04-11,2011-07-29,河南省,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300249.SZ,依米康,7.68,34.2518,23.37622,正常交易,2019-04-11,2011-08-03,四川省,CSRC软件和信息技术服务业,Wind商业和专业服务,A股,创业板,深圳证券交易所
300250.SZ,初灵信息,19.07,43.8324,28.09546,正常交易,2019-04-11,2011-08-03,浙江省,CSRC软件和信息技术服务业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300251.SZ,光线传媒,8.43,247.3032,231.99873,正常交易,2019-04-11,2011-08-03,北京,CSRC广播、电视、电影和影视录音制作业,Wind媒体Ⅱ,A股,创业板,深圳证券交易所
300252.SZ,金信诺,12.87,74.3634,50.33712,正常交易,2019-04-11,2011-08-18,广东省,CSRC电气机械及器材制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300253.SZ,卫宁健康,14.90,241.7352,195.95732,正常交易,2019-04-11,2011-08-18,上海,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300254.SZ,仟源医药,9.37,19.5185,15.16897,正常交易,2019-04-11,2011-08-19,山西省,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,创业板,深圳证券交易所
300255.SZ,常山药业,8.22,76.8543,53.11623,正常交易,2019-04-11,2011-08-19,河北省,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,创业板,深圳证券交易所
300256.SZ,星星科技,4.39,42.4500,34.03453,正常交易,2019-04-11,2011-08-19,浙江省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300257.SZ,开山股份,14.10,120.9780,115.30002,正常交易,2019-04-11,2011-08-19,浙江省,CSRC通用设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300258.SZ,精锻科技,14.38,58.2390,54.12338,正常交易,2019-04-11,2011-08-26,江苏省,CSRC汽车制造业,Wind汽车与汽车零部件,A股,创业板,深圳证券交易所
300259.SZ,新天科技,4.06,47.7317,29.40977,正常交易,2019-04-11,2011-08-31,河南省,CSRC仪器仪表制造业,Wind资本货物,A股,创业板,深圳证券交易所
300260.SZ,新莱应材,13.10,26.4541,16.65506,正常交易,2019-04-11,2011-09-06,江苏省,CSRC通用设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300261.SZ,雅本化学,6.79,65.4087,63.05052,正常交易,2019-04-11,2011-09-06,江苏省,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,创业板,深圳证券交易所
300262.SZ,巴安水务,9.06,60.7127,37.76723,正常交易,2019-04-11,2011-09-16,上海,CSRC生态保护和环境治理业,Wind商业和专业服务,A股,创业板,深圳证券交易所
300263.SZ,隆华科技,6.50,59.4808,40.72263,正常交易,2019-04-11,2011-09-16,河南省,CSRC通用设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300264.SZ,佳创视讯,6.26,25.8601,19.94247,正常交易,2019-04-11,2011-09-16,广东省,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300265.SZ,通光线缆,9.54,32.1975,32.12687,正常交易,2019-04-11,2011-09-16,江苏省,CSRC电气机械及器材制造业,Wind资本货物,A股,创业板,深圳证券交易所
300266.SZ,兴源环境,6.12,95.7432,89.47440,正常交易,2019-04-11,2011-09-27,浙江省,CSRC生态保护和环境治理业,Wind商业和专业服务,A股,创业板,深圳证券交易所
300267.SZ,尔康制药,6.89,142.1135,94.31845,正常交易,2019-04-11,2011-09-27,湖南省,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,创业板,深圳证券交易所
300268.SZ,佳沃股份,15.85,21.2390,15.59657,正常交易,2019-04-11,2011-09-27,湖南省,CSRC农副食品加工业,Wind食品、饮料与烟草,A股,创业板,深圳证券交易所
300269.SZ,联建光电,6.15,36.5159,24.15845,正常交易,2019-04-11,2011-10-12,广东省,CSRC商务服务业,Wind媒体Ⅱ,A股,创业板,深圳证券交易所
300270.SZ,中威电子,9.40,28.4638,14.17819,正常交易,2019-04-11,2011-10-12,浙江省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300271.SZ,华宇软件,21.41,161.5366,119.69043,正常交易,2019-04-11,2011-10-26,北京,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300272.SZ,开能健康,8.38,40.5891,22.33375,正常交易,2019-04-11,2011-11-02,上海,CSRC电气机械及器材制造业,Wind耐用消费品与服装,A股,创业板,深圳证券交易所
300273.SZ,和佳股份,6.78,53.8726,38.11351,正常交易,2019-04-11,2011-10-26,广东省,CSRC专用设备制造业,Wind医疗保健设备与服务,A股,创业板,深圳证券交易所
300274.SZ,阳光电源,12.10,176.5225,128.97731,正常交易,2019-04-11,2011-11-02,安徽省,CSRC电气机械及器材制造业,Wind资本货物,A股,创业板,深圳证券交易所
300275.SZ,梅安森,12.54,20.6002,14.74666,正常交易,2019-04-11,2011-11-02,重庆,CSRC软件和信息技术服务业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300276.SZ,三丰智能,13.78,75.5143,29.24072,正常交易,2019-04-11,2011-11-15,湖北省,CSRC专用设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300277.SZ,海联讯,7.67,25.6945,25.64776,正常交易,2019-04-11,2011-11-23,广东省,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300278.SZ,华昌达,8.51,50.9292,22.81191,正常交易,2019-04-11,2011-12-16,湖北省,CSRC专用设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300279.SZ,和晶科技,6.76,30.3485,21.12952,正常交易,2019-04-11,2011-12-29,江苏省,CSRC电气机械及器材制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300280.SZ,紫天科技,30.80,45.0142,39.42400,正常交易,2019-04-11,2011-12-29,江苏省,CSRC通用设备制造业,Wind媒体Ⅱ,A股,创业板,深圳证券交易所
300281.SZ,金明精机,6.80,28.4868,17.82452,正常交易,2019-04-11,2011-12-29,广东省,CSRC专用设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300282.SZ,三盛教育,14.50,36.1830,32.97738,正常交易,2019-04-11,2011-12-29,北京,CSRC计算机、通信和其他电子设备制造业,Wind消费者服务Ⅱ,A股,创业板,深圳证券交易所
300283.SZ,温州宏丰,5.55,22.9971,11.81899,正常交易,2019-04-11,2012-01-10,浙江省,CSRC电气机械及器材制造业,Wind资本货物,A股,创业板,深圳证券交易所
300284.SZ,苏交科,12.14,98.2739,66.06139,正常交易,2019-04-11,2012-01-10,江苏省,CSRC专业技术服务业,Wind商业和专业服务,A股,创业板,深圳证券交易所
300285.SZ,国瓷材料,15.73,151.5335,96.38817,正常交易,2019-04-11,2012-01-13,山东省,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,创业板,深圳证券交易所
300286.SZ,安科瑞,10.97,23.7570,19.24891,正常交易,2019-04-11,2012-01-13,上海,CSRC仪器仪表制造业,Wind资本货物,A股,创业板,深圳证券交易所
300287.SZ,飞利信,5.03,72.1943,56.28075,正常交易,2019-04-11,2012-02-01,北京,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300288.SZ,朗玛信息,15.71,53.0906,31.86818,正常交易,2019-04-11,2012-02-16,贵州省,CSRC电信、广播电视和卫星传输服务,Wind软件与服务,A股,创业板,深圳证券交易所
300289.SZ,利德曼,7.77,32.7157,32.42336,正常交易,2019-04-11,2012-02-16,北京,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,创业板,深圳证券交易所
300290.SZ,荣科科技,10.01,36.9540,32.17511,正常交易,2019-04-11,2012-02-16,辽宁省,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300291.SZ,华录百纳,6.61,53.7037,39.63520,正常交易,2019-04-11,2012-02-09,北京,CSRC广播、电视、电影和影视录音制作业,Wind媒体Ⅱ,A股,创业板,深圳证券交易所
300292.SZ,吴通控股,4.47,56.9858,46.02387,正常交易,2019-04-11,2012-02-29,江苏省,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300293.SZ,蓝英装备,9.46,25.5420,25.54200,正常交易,2019-04-11,2012-03-08,辽宁省,CSRC专用设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300294.SZ,博雅生物,31.49,136.4540,126.29921,正常交易,2019-04-11,2012-03-08,江西省,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,创业板,深圳证券交易所
300295.SZ,三六五网,15.33,29.5863,27.23964,正常交易,2019-04-11,2012-03-15,江苏省,CSRC互联网和相关服务,Wind软件与服务,A股,创业板,深圳证券交易所
300296.SZ,利亚德,9.39,238.7761,169.96863,正常交易,2019-04-11,2012-03-15,北京,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300297.SZ,蓝盾股份,7.81,95.7448,64.70237,正常交易,2019-04-11,2012-03-15,广东省,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300298.SZ,三诺生物,13.30,75.1869,58.47019,正常交易,2019-04-11,2012-03-19,湖南省,CSRC专用设备制造业,Wind医疗保健设备与服务,A股,创业板,深圳证券交易所
300299.SZ,富春股份,5.80,42.2201,35.45989,正常交易,2019-04-11,2012-03-19,福建省,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300300.SZ,汉鼎宇佑,12.46,85.1188,69.52809,正常交易,2019-04-11,2012-03-19,浙江省,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300301.SZ,长方集团,4.82,38.0832,26.53380,正常交易,2019-04-11,2012-03-21,广东省,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备,A股,创业板,深圳证券交易所
300302.SZ,同有科技,10.60,48.3547,26.14457,正常交易,2019-04-11,2012-03-21,北京,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300303.SZ,聚飞光电,3.68,46.8334,41.66533,正常交易,2019-04-11,2012-03-19,广东省,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备,A股,创业板,深圳证券交易所
300304.SZ,云意电气,4.99,43.5209,42.21389,正常交易,2019-04-11,2012-03-21,江苏省,CSRC汽车制造业,Wind汽车与汽车零部件,A股,创业板,深圳证券交易所
300305.SZ,裕兴股份,9.01,26.0166,20.68664,正常交易,2019-04-11,2012-03-29,江苏省,CSRC橡胶和塑料制品业,Wind材料Ⅱ,A股,创业板,深圳证券交易所
300306.SZ,远方信息,9.95,28.6036,14.61367,正常交易,2019-04-11,2012-03-29,浙江省,CSRC仪器仪表制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300307.SZ,慈星股份,6.60,52.9320,52.35274,正常交易,2019-04-11,2012-03-29,浙江省,CSRC专用设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300308.SZ,中际旭创,51.69,263.5331,112.55747,正常交易,2019-04-11,2012-04-10,山东省,CSRC计算机、通信和其他电子设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300309.SZ,吉艾科技,8.04,70.0483,60.05293,正常交易,2019-04-11,2012-04-10,北京,CSRC资本市场服务,Wind多元金融,A股,创业板,深圳证券交易所
300310.SZ,宜通世纪,6.34,55.9642,43.18304,正常交易,2019-04-11,2012-04-25,广东省,CSRC电信、广播电视和卫星传输服务,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300311.SZ,任子行,8.47,57.7026,38.91558,正常交易,2019-04-11,2012-04-25,广东省,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300312.SZ,邦讯技术,8.54,27.3314,16.34218,正常交易,2019-04-11,2012-05-08,北京,CSRC软件和信息技术服务业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300313.SZ,天山生物,7.01,21.9397,12.76898,正常交易,2019-04-11,2012-04-25,新疆维吾尔自治区,CSRC商务服务业,Wind食品、饮料与烟草,A股,创业板,深圳证券交易所
300314.SZ,戴维医疗,10.08,29.0304,19.06417,正常交易,2019-04-11,2012-05-08,浙江省,CSRC专用设备制造业,Wind医疗保健设备与服务,A股,创业板,深圳证券交易所
300315.SZ,掌趣科技,4.21,116.0901,109.03335,正常交易,2019-04-11,2012-05-11,北京,CSRC互联网和相关服务,Wind软件与服务,A股,创业板,深圳证券交易所
300316.SZ,晶盛机电,13.60,174.7094,162.96630,正常交易,2019-04-11,2012-05-11,浙江省,CSRC专用设备制造业,Wind半导体与半导体生产设备,A股,创业板,深圳证券交易所
300317.SZ,珈伟新能,6.34,53.2392,41.60349,正常交易,2019-04-11,2012-05-11,广东省,CSRC电气机械及器材制造业,Wind公用事业Ⅱ,A股,创业板,深圳证券交易所
300318.SZ,博晖创新,5.06,41.4632,36.80669,正常交易,2019-04-11,2012-05-23,北京,CSRC专用设备制造业,Wind制药、生物科技与生命科学,A股,创业板,深圳证券交易所
300319.SZ,麦捷科技,6.97,48.4554,44.49481,正常交易,2019-04-11,2012-05-23,广东省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300320.SZ,海达股份,6.06,36.4348,27.59321,正常交易,2019-04-11,2012-06-01,江苏省,CSRC橡胶和塑料制品业,Wind材料Ⅱ,A股,创业板,深圳证券交易所
300321.SZ,同大股份,16.83,14.9450,13.92552,正常交易,2019-04-11,2012-05-23,山东省,CSRC橡胶和塑料制品业,Wind材料Ⅱ,A股,创业板,深圳证券交易所
300322.SZ,硕贝德,15.39,62.6019,56.55462,正常交易,2019-04-11,2012-06-08,广东省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300323.SZ,华灿光电,8.21,90.2089,57.66816,正常交易,2019-04-11,2012-06-01,湖北省,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备,A股,创业板,深圳证券交易所
300324.SZ,旋极信息,7.92,137.5119,82.12102,正常交易,2019-04-11,2012-06-08,北京,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300325.SZ,德威新材,5.17,51.9969,41.12015,正常交易,2019-04-11,2012-06-01,江苏省,CSRC橡胶和塑料制品业,Wind材料Ⅱ,A股,创业板,深圳证券交易所
300326.SZ,凯利泰,11.16,80.3067,71.95010,正常交易,2019-04-11,2012-06-13,上海,CSRC专用设备制造业,Wind医疗保健设备与服务,A股,创业板,深圳证券交易所
300327.SZ,中颖电子,24.91,57.5512,57.11935,正常交易,2019-04-11,2012-06-13,上海,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备,A股,创业板,深圳证券交易所
300328.SZ,宜安科技,10.58,48.6979,48.69788,正常交易,2019-04-11,2012-06-19,广东省,CSRC金属制品业,Wind材料Ⅱ,A股,创业板,深圳证券交易所
300329.SZ,海伦钢琴,9.19,23.3088,23.05632,正常交易,2019-04-11,2012-06-19,浙江省,CSRC文教、工美、体育和娱乐用品制造业,Wind耐用消费品与服装,A股,创业板,深圳证券交易所
300330.SZ,华虹计通,9.48,15.9264,15.89840,正常交易,2019-04-11,2012-06-19,上海,CSRC软件和信息技术服务业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300331.SZ,苏大维格,21.57,48.7587,28.70528,正常交易,2019-04-11,2012-06-28,江苏省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300332.SZ,天壕环境,5.48,48.2350,38.90823,正常交易,2019-04-11,2012-06-28,北京,CSRC燃气生产和供应业,Wind公用事业Ⅱ,A股,创业板,深圳证券交易所
300333.SZ,兆日科技,10.82,36.3552,35.80285,正常交易,2019-04-11,2012-06-28,广东省,CSRC软件和信息技术服务业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300334.SZ,津膜科技,9.14,27.7785,26.69002,正常交易,2019-04-11,2012-07-05,天津,CSRC专用设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300335.SZ,迪森股份,8.61,31.2471,22.75087,正常交易,2019-04-11,2012-07-10,广东省,CSRC电力、热力生产和供应业,Wind商业和专业服务,A股,创业板,深圳证券交易所
300336.SZ,新文化,5.41,43.6171,38.34030,正常交易,2019-04-11,2012-07-10,上海,CSRC广播、电视、电影和影视录音制作业,Wind媒体Ⅱ,A股,创业板,深圳证券交易所
300337.SZ,银邦股份,4.84,39.7809,33.91386,正常交易,2019-04-11,2012-07-18,江苏省,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ,A股,创业板,深圳证券交易所
